Forma Juridica,CP,Polígono Industrial,Grupo de actividad,Subgrupo de actividad,Área de actividad
Sociedad Limitada,28806,Mapfre,CV: Comercialización: Ventas,Comercio al por mayor y al por menor. reparación de vehículos de motor,Comercialización: ventas
Sociedad Limitada,28806,El Pilar,SC: Servicios al consumidor final,Venta y reparación de vehículos de motor y motocicletas,Servicios
,28806,La Garena,IPI: Procesos sobre piezas,Fabricación de productos metálicos excepto maquinaria y equipo,Industria
,28802,Los Almendros,SC: Servicios al consumidor final,Actividades de alquiler,Servicios
Sociedad Limitada,28806,Inbisa I,Local o solar vacío,Local vacío,Locales vacíos
,28806,Arrendataria,DL: Distribución y logística,Transporte y almacenamiento,Distribución y logística
Sociedad Limitada,28806,Azque,IPF: Productos con destino al mercado final,Industria de la madera y el corcho. excepto muebles. cestería y espartería,Industria
,28802,Jumapi,DL: Distribución y logística,Transporte y almacenamiento,Distribución y logística
Sociedad Limitada,28806,El Descubrimiento,CON: Construcción,Construcción,Construcción
,28806,La Garena,SC: Servicios al consumidor final,Actividades financieras y de seguros,Servicios
,28805,Fidalgo y Bazán,EASO: Educación. Asistencia Social. Sanidad y Ocio,Actividades artísticas. recreativas y de entretenimiento,Educación. Asistencia Social. Sanidad y Ocio
,28806,Santa Rosa,EASO: Educación. Asistencia Social. Sanidad y Ocio,Actividades artísticas. recreativas y de entretenimiento,Educación. Asistencia Social. Sanidad y Ocio
Sociedad Limitada,28806,Antigua Carretera de Ajalvir,CV: Comercialización: Ventas,Comercio al por mayor y al por menor. reparación de vehículos de motor,Comercialización: ventas
,28806,Camporroso,CV: Comercialización: Ventas,Comercio al por mayor y al por menor. reparación de vehículos de motor,Comercialización: ventas
,28806,La Garena,IPF: Productos con destino al mercado final,Fabricación de muebles,Industria
Sociedad Anónima,28806,Santa Rosa,IPF: Productos con destino al mercado final,Artes gráficas,Industria
,28805,Herle,CV: Comercialización: Ventas,Comercio al por mayor y al por menor. reparación de vehículos de motor,Comercialización: ventas
,28806,Carretera de Daganzo,CON: Construcción,Construcción,Construcción
Sociedad Limitada,28806,El Descubrimiento,DL: Distribución y logística,Transporte y almacenamiento,Distribución y logística
Sociedad Limitada,28806,La Garena,IPF: Productos con destino al mercado final,Artes gráficas,Industria
Sociedad Limitada,28806,Mapfre,SE: Servicios a empresas: Mantenimiento. reparación. informática. consultoría,Actividades administrativas y servicios auxiliares,Servicios
,28806,La Garena,DL: Distribución y logística,Transporte y almacenamiento,Distribución y logística
,28806,El Descubrimiento,CV: Comercialización: Ventas,Comercio al por mayor y al por menor. reparación de vehículos de motor,Comercialización: ventas
,28805,Alcalá I,IPF: Productos con destino al mercado final,Artes gráficas,Industria
,28805,Parque Tecnológico Tecno Alcalá,IPF: Productos con destino al mercado final,Fabricación de productos informáticos. electrónicos y ópticos,Industria
,28806,Mapfre,CV: Comercialización: Ventas,Comercio al por mayor y al por menor. reparación de vehículos de motor,Comercialización: ventas
,28806,El Descubrimiento,CV: Comercialización: Ventas,Comercio al por mayor y al por menor. reparación de vehículos de motor,Comercialización: ventas
,28806,El Pilar,SE: Servicios a empresas: Mantenimiento. reparación. informática. consultoría,Actividades administrativas y servicios auxiliares,Servicios
,28806,La Garena,CV: Comercialización: Ventas,Comercio al por mayor y al por menor. reparación de vehículos de motor,Comercialización: ventas
,28806,Santa Rosa,SC: Servicios al consumidor final,Otros servicios,Servicios
Sociedad Limitada,28806,Casarrubios,CV: Comercialización: Ventas,Comercio al por mayor y al por menor. reparación de vehículos de motor,Comercialización: ventas
,28805,Fidalgo y Bazán,SC: Servicios al consumidor final,Venta y reparación de vehículos de motor y motocicletas,Servicios
,28806,Álvarez,IPF: Productos con destino al mercado final,Fabricación de productos metálicos excepto maquinaria y equipo,Industria
Sociedad Limitada,28802,Jumapi,SE: Servicios a empresas: Mantenimiento. reparación. informática. consultoría,Reparación e instalación de maquinaria y equipo,Servicios
,28806,Azque,DL: Distribución y logística,Transporte y almacenamiento,Distribución y logística
,28803,Las Matillas,CV: Comercialización: Ventas,Comercio al por mayor y al por menor. reparación de vehículos de motor,Comercialización: ventas
,28806,Camporroso,CV: Comercialización: Ventas,Comercio al por mayor y al por menor. reparación de vehículos de motor,Comercialización: ventas
,28806,Casarrubios,CV: Comercialización: Ventas,Comercio al por mayor y al por menor. reparación de vehículos de motor,Comercialización: ventas
Sociedad Anónima,28806,Azque,IPF: Productos con destino al mercado final,Industria del papel,Industria
,28806,Santa Rosa,CV: Comercialización: Ventas,Comercio al por mayor y al por menor. reparación de vehículos de motor,Comercialización: ventas
Sociedad Limitada,28802,Camarilla,IPF: Productos con destino al mercado final,Artes gráficas,Industria
,28805,Huerta de San Antonio,SC: Servicios al consumidor final,Hostelería,Servicios
,28805,La Dehesa,SC: Servicios al consumidor final,Hostelería,Servicios
,28805,Resto del municipio,SC: Servicios al consumidor final,Hostelería,Servicios
,28806,La Garena,SC: Servicios al consumidor final,Hostelería,Servicios
Sociedad Limitada,28806,Casarrubios,IPF: Productos con destino al mercado final,Fabricación de productos de caucho y plástico,Industria
Sociedad Limitada,28803,Las Matillas,SC: Servicios al consumidor final,Venta y reparación de vehículos de motor y motocicletas,Servicios
Sociedad Limitada,28805,El Val,CV: Comercialización: Ventas,Comercio al por mayor y al por menor. reparación de vehículos de motor,Comercialización: ventas
,28806,La Garena,CV: Comercialización: Ventas,Comercio al por mayor y al por menor. reparación de vehículos de motor,Comercialización: ventas
,28806,Camporroso,Local o solar vacío,Local vacío,Locales vacíos
Sociedad Limitada,28806,Inbisa I,IPF: Productos con destino al mercado final,Fabricación de maquinaria y equipo N.C.O.P.,Industria
,28805,Alcalá II,SC: Servicios al consumidor final,Otros servicios al consumidor,Servicios
Sociedad Limitada,28803,Las Matillas,IPF: Productos con destino al mercado final,Fabricación de maquinaria y equipo N.C.O.P.,Industria
,28805,El Encín,IPF: Productos con destino al mercado final,Fabricación de maquinaria y equipo N.C.O.P.,Industria
,28806,Camporroso,SC: Servicios al consumidor final,Venta y reparación de vehículos de motor y motocicletas,Servicios
,28806,Santa Rosa,SC: Servicios al consumidor final,Venta y reparación de vehículos de motor y motocicletas,Servicios
Sociedad Limitada,28806,El Pilar,SC: Servicios al consumidor final,Venta y reparación de vehículos de motor y motocicletas,Servicios
,28806,Santa Rosa,CV: Comercialización: Ventas,Comercio al por mayor y al por menor. reparación de vehículos de motor,Comercialización: ventas
Sociedad Limitada,28806,Casarrubios,SE: Servicios a empresas: Mantenimiento. reparación. informática. consultoría,Actividades administrativas y servicios auxiliares,Servicios
Sociedad Limitada,28806,Carretera N II,CV: Comercialización: Ventas,Comercio al por mayor y al por menor. reparación de vehículos de motor,Comercialización: ventas
Sociedad Anónima,28806,El Pilar,CV: Comercialización: Ventas,Comercio al por mayor y al por menor. reparación de vehículos de motor,Comercialización: ventas
,28805,Parque Tecnológico Tecno Alcalá,IPF: Productos con destino al mercado final,Otras industrias manufactureras,Industria
,28806,Bañuelos,Local o solar vacío,Local vacío,Locales vacíos
,28805,Parque Tecnológico Tecno Alcalá,CV: Comercialización: Ventas,Comercio al por mayor y al por menor. reparación de vehículos de motor,Comercialización: ventas
,28805,Cuadernillos,SC: Servicios al consumidor final,Hostelería,Servicios
,28806,Inbisa I,CV: Comercialización: Ventas,Comercio al por mayor y al por menor. reparación de vehículos de motor,Comercialización: ventas
,28802,Los Almendros,IPF: Productos con destino al mercado final,Artes gráficas,Industria
Sociedad Limitada,28806,Azque,IPF: Productos con destino al mercado final,Fabricación de productos metálicos excepto maquinaria y equipo,Industria
,28806,Parque Tecnológico Tecno Alcalá,CV: Comercialización: Ventas,Comercio al por mayor y al por menor. reparación de vehículos de motor,Comercialización: ventas
,28805,Parque Tecnológico Tecno Alcalá,SC: Servicios al consumidor final,Actividades profesionales. científicas y técnicas,Servicios
,28802,Camarilla,IPF: Productos con destino al mercado final,Artes gráficas,Industria
Sociedad Limitada,28806,Inbisa II,IPF: Productos con destino al mercado final,Artes gráficas,Industria
,28806,Santa Rosa,SE: Servicios a empresas: Mantenimiento. reparación. informática. consultoría,Actividades profesionales. científicas y técnicas,Servicios
,28806,Camporroso,IPF: Productos con destino al mercado final,Artes gráficas,Industria
,28805,Herle,Local o solar vacío,Local vacío,Locales vacíos
,28806,Arrendataria,CV: Comercialización: Ventas,Comercio al por mayor y al por menor. reparación de vehículos de motor,Comercialización: ventas
,28802,Camarilla,CV: Comercialización: Ventas,Comercio al por mayor y al por menor. reparación de vehículos de motor,Comercialización: ventas
Sociedad Limitada,28806,Inbisa I,IPF: Productos con destino al mercado final,Fabricación de productos informáticos. electrónicos y ópticos,Industria
,28806,Inbisa II,UTI: Utillaje: moldes. matricería,Fabricación de productos metálicos excepto maquinaria y equipo,Industria
,28805,Parque Tecnológico Tecno Alcalá,IPF: Productos con destino al mercado final,Fabricación de productos farmacéuticos,Industria
,28806,Antigua Carretera de Ajalvir,SE: Servicios a empresas: Mantenimiento. reparación. informática. consultoría,Actividades administrativas y servicios auxiliares,Servicios
,28806,Carretera N II,CV: Comercialización: Ventas,Comercio al por mayor y al por menor. reparación de vehículos de motor,Comercialización: ventas
,28805,Parque Tecnológico Tecno Alcalá,IPF: Productos con destino al mercado final,Fabricación de productos farmacéuticos,Industria
,28806,El Nilo,CV: Comercialización: Ventas,Comercio al por mayor y al por menor. reparación de vehículos de motor,Comercialización: ventas
,28806,Mapfre,CV: Comercialización: Ventas,Comercio al por mayor y al por menor. reparación de vehículos de motor,Comercialización: ventas
,28806,Inbisa I,IPF: Productos con destino al mercado final,Fabricación de productos de caucho y plástico,Industria
,28806,Cointra,CV: Comercialización: Ventas,Comercio al por mayor y al por menor. reparación de vehículos de motor,Comercialización: ventas
,28806,Inbisa I,CV: Comercialización: Ventas,Comercio al por mayor y al por menor. reparación de vehículos de motor,Comercialización: ventas
Sociedad Limitada,28802,Camarilla,CV: Comercialización: Ventas,Comercio al por mayor y al por menor. reparación de vehículos de motor,Comercialización: ventas
,28805,La Dehesa,CV: Comercialización: Ventas,Comercio al por mayor y al por menor. reparación de vehículos de motor,Comercialización: ventas
,28805,La Dehesa,CV: Comercialización: Ventas,Comercio al por mayor y al por menor. reparación de vehículos de motor,Comercialización: ventas
,28806,El Pilar,SE: Servicios a empresas: Mantenimiento. reparación. informática. consultoría,Actividades profesionales. científicas y técnicas,Servicios
,28805,El Encín,CV: Comercialización: Ventas,Comercio al por mayor y al por menor. reparación de vehículos de motor,Comercialización: ventas
,28805,El Encín,CV: Comercialización: Ventas,Comercio al por mayor y al por menor. reparación de vehículos de motor,Comercialización: ventas
,28806,La Garena,CON: Construcción,Construcción,Construcción
Sociedad Limitada,28805,Herle,CV: Comercialización: Ventas,Comercio al por mayor y al por menor. reparación de vehículos de motor,Comercialización: ventas
